Artist Name,Artist URI,Song Name,Song URI,Popularity Score,Playlist Add Date,Tuple Label Artist Name URI,Label Album,Record Label,Tuple Followers Artist Name URI,Artist Followers,Album Name,Album URI,Playlist Name,Playlist URI,Playlist Length,Playlist Followers,Playlist Song Index,Last Refresh,Artist Daily Tracks,Label Daily Tracks,Song Daily Tracks
Mandisa,0YPElKYjOD1sofFCtLdYj3,Praying For You,0A5aXD5e3bYFn9oAWv9iCT,35,2020-04-17T21:33:16Z,"('Mandisa', '0YPElKYjOD1sofFCtLdYj3')",Overcomer,Sparrow (SPR),"('Mandisa', '0YPElKYjOD1sofFCtLdYj3')",322700,Overcomer,3KKjqSX6UNMUdFgMtYaNj4,Going Together,37i9dQZF1DWYhr4P5Boce5,67,144108,58,6/29/2021,15,187,1
NF,6fOMl44jA4Sp5b9PpYCkzz,Only One,1iAqQMUVtp5E1EYJkqZw2g,57,2020-04-17T21:33:16Z,"('NF', '6fOMl44jA4Sp5b9PpYCkzz')",NF,Capitol CMG Label Group,"('NF', '6fOMl44jA4Sp5b9PpYCkzz')",5621488,NF,2cMXPk9NsWWnawWxa3SSUf,Going Together,37i9dQZF1DWYhr4P5Boce5,67,144108,59,6/29/2021,4,7,1
John Waller,2Px7jTtwBH0nHI1fYSYuaL,The Marriage Prayer,2no4dAQQt46aVsrlkriysB,44,2020-04-17T21:33:16Z,"('John Waller', '2Px7jTtwBH0nHI1fYSYuaL')",As for Me and My House,City of Peace,"('John Waller', '2Px7jTtwBH0nHI1fYSYuaL')",26949,As for Me and My House,6fcO3Z9ItTTxCHQzCcNFc2,Going Together,37i9dQZF1DWYhr4P5Boce5,67,144108,60,6/29/2021,2,1,1
Steven Curtis Chapman,3vcFXwLEUdfWMu7gTQKyot,Together,3BWvRBAgmWS7v7hgZnSn9S,38,2020-04-17T21:33:16Z,"('Steven Curtis Chapman', '3vcFXwLEUdfWMu7gTQKyot')",The Glorious Unfolding,Reunion/Chapman,"('Steven Curtis Chapman', '3vcFXwLEUdfWMu7gTQKyot')",304110,The Glorious Unfolding,48saUjxC3qdrxuEKa5jiGZ,Going Together,37i9dQZF1DWYhr4P5Boce5,67,144108,61,6/29/2021,6,1,1
Sara Groves,25Kfw0CRHgjl9oCgMfEYz7,I Feel the Love Between Us,5qMT6T7uAU8KqJjPSXAEjE,30,2020-04-17T21:33:16Z,"('Sara Groves', '25Kfw0CRHgjl9oCgMfEYz7')",Floodplain,Fair Trade Services,"('Sara Groves', '25Kfw0CRHgjl9oCgMfEYz7')",49881,Floodplain,4xa65s9NcXYzUN72tYJnLP,Going Together,37i9dQZF1DWYhr4P5Boce5,67,144108,62,6/29/2021,3,34,1
Tauren Wells,3SKza3YPBri1k43LB1Tqy4,Known,1hrF6s6kfXuPv14OrD9v6X,62,2020-04-17T21:33:16Z,"('Tauren Wells', '3SKza3YPBri1k43LB1Tqy4')",Hills and Valleys (Deluxe Edition),Reunion Records,"('Tauren Wells', '3SKza3YPBri1k43LB1Tqy4')",367519,Hills and Valleys (Deluxe Edition),30BOQ9C4YXbORhmIpvMrVw,Going Together,37i9dQZF1DWYhr4P5Boce5,67,144108,63,6/29/2021,28,72,3
Apollo LTD,2H3EMYFS69dhMmrX9JTkZp,Heaven (All Around You),3iDig847toD1HtdwgLHkEf,0,2020-04-17T21:33:16Z,"('Apollo LTD', '2H3EMYFS69dhMmrX9JTkZp')",Heaven (All Around You),Residence Music,"('Apollo LTD', '2H3EMYFS69dhMmrX9JTkZp')",14155,Heaven (All Around You),0YCOvAOrhWTEuySsZzIoLl,Going Together,37i9dQZF1DWYhr4P5Boce5,67,144108,64,6/29/2021,11,12,1
Phil Wickham,5d1JhBfyb58upMXCZOdbQu,You're Beautiful,0hjwwsqVDoPuXZyl4wznBE,34,2020-04-17T21:33:16Z,"('Phil Wickham', '5d1JhBfyb58upMXCZOdbQu')",Cannons,Fair Trade Services,"('Phil Wickham', '5d1JhBfyb58upMXCZOdbQu')",455541,Cannons,7a72IwLQwp6Wleo6kANv7J,Going Together,37i9dQZF1DWYhr4P5Boce5,67,144108,65,6/29/2021,35,34,1
Matthew West,6e8OTLDQpaz1Tl2GEaxsNj,The Day Before You - Acoustic,20Y6MNDyaBRpFrQ1Dt5CNF,43,2020-04-17T21:33:16Z,"('Matthew West', '6e8OTLDQpaz1Tl2GEaxsNj')",The Writer's Room: An Acoustic EP,Sparrow,"('Matthew West', '6e8OTLDQpaz1Tl2GEaxsNj')",660808,The Writer's Room: An Acoustic EP,6yUxPBG0mG9RA2PdKA7Px5,Going Together,37i9dQZF1DWYhr4P5Boce5,67,144108,66,6/29/2021,13,23,1
Joy Williams,4TCXgdDPm10ensLNCVnIYa,I'm in Love With You,1X40brgUhO1VaZ8CHtKBnt,34,2020-04-17T21:33:16Z,"('Joy Williams', '4TCXgdDPm10ensLNCVnIYa')",Genesis,Reunion Records,"('Joy Williams', '4TCXgdDPm10ensLNCVnIYa')",100010,Genesis,56H4CnTe0xS1VpZLgC9wAf,Going Together,37i9dQZF1DWYhr4P5Boce5,67,144108,67,6/29/2021,1,72,1
Hands of Elohim,6yWjkrrWKs3EeiokpjkkwE,Never Alone,2izXDYooH01TTikKosMVMO,0,2021-05-28T09:14:45Z,"('Hands of Elohim', '6yWjkrrWKs3EeiokpjkkwE')",Never Alone,Elohim Music Inc.,"('Hands of Elohim', '6yWjkrrWKs3EeiokpjkkwE')",1224,Never Alone,39W89R47qvXP9qbvKzcJu0,Top Christian Rock,37i9dQZF1DX0N57moxx9BL,56,70400,1,6/29/2021,1,2,4
Thrice,3NChzMpu9exTlNPiqUQ2DE,Black Honey,5OeY5LebIOzD9Zvat1Dikf,60,2021-05-28T09:14:45Z,"('Thrice', '3NChzMpu9exTlNPiqUQ2DE')",To Be Everywhere Is To Be Nowhere,Vagrant Records,"('Thrice', '3NChzMpu9exTlNPiqUQ2DE')",365934,To Be Everywhere Is To Be Nowhere,4hFDcpvIU9F4OleRAR9nNZ,Top Christian Rock,37i9dQZF1DX0N57moxx9BL,56,70400,2,6/29/2021,3,1,1
Death Therapy,2Prk8CqlCnhHCQ2nGK2kZo,Familiar Shadows,49DeQeEXxSm9IgQraS6VcV,35,2021-05-28T09:14:45Z,"('Death Therapy', '2Prk8CqlCnhHCQ2nGK2kZo')",Familiar Shadows,Tooth & Nail Records,"('Death Therapy', '2Prk8CqlCnhHCQ2nGK2kZo')",6200,Familiar Shadows,55nqt1kWFFIhWdhFlQvLj0,Top Christian Rock,37i9dQZF1DX0N57moxx9BL,56,70400,3,6/29/2021,1,6,1
Disciple,4D9k73VomKTnVQ6ROnt8IO,Erase,2YqctNUthRfX4t1KvPXO00,42,2021-05-28T09:14:45Z,"('Disciple', '4D9k73VomKTnVQ6ROnt8IO')",Long Live the Rebels,BEC Recordings / Tooth & Nail Records,"('Disciple', '4D9k73VomKTnVQ6ROnt8IO')",141758,Long Live the Rebels,156WTxzjwwbhYeCVZkZq4W,Top Christian Rock,37i9dQZF1DX0N57moxx9BL,56,70400,4,6/29/2021,2,1,1
The Red Jumpsuit Apparatus,1SImpQO0GbjRgvlwCcCtFo,On Becoming Willing,1ULg0fndzG1Xmicwm8dT0u,39,2021-05-28T09:14:45Z,"('The Red Jumpsuit Apparatus', '1SImpQO0GbjRgvlwCcCtFo')",The Awakening,A+R Productions,"('The Red Jumpsuit Apparatus', '1SImpQO0GbjRgvlwCcCtFo')",1039389,The Awakening,3JEASvlJsm2J6vSKrYRxJv,Top Christian Rock,37i9dQZF1DX0N57moxx9BL,56,70400,5,6/29/2021,1,1,1
LAST DAY RISING,06a678upYFB5zg0Kriv5LZ,Ready to Roll,0EXcCSchvgDuLnR7ZspnPJ,32,2021-05-28T09:14:45Z,"('LAST DAY RISING', '06a678upYFB5zg0Kriv5LZ')",Last Day Rising,Last Day Rising,"('LAST DAY RISING', '06a678upYFB5zg0Kriv5LZ')",562,Last Day Rising,3hUVTerCmO0mc6DgF09Btp,Top Christian Rock,37i9dQZF1DX0N57moxx9BL,56,70400,6,6/29/2021,1,1,1
Bellarive,65NvBV0QogJroXpNLUTJyX,Lazarus,4Ku8uqOCqyxCf99iI3OLHP,38,2021-05-28T09:14:45Z,"('Bellarive', '65NvBV0QogJroXpNLUTJyX')",Before There Was,Sparrow (SPR),"('Bellarive', '65NvBV0QogJroXpNLUTJyX')",22939,Before There Was,5OFTKeciwZwpxna07JM5YX,Top Christian Rock,37i9dQZF1DX0N57moxx9BL,56,70400,7,6/29/2021,1,187,1
Safemode,5InkxhIueaCerWquUvxOZN,This Is Not The End,4sR3VyYFteDqBCFlBfxHhI,0,2021-05-28T09:14:45Z,"('Safemode', '5InkxhIueaCerWquUvxOZN')",Colorblind,JONO,"('Safemode', '5InkxhIueaCerWquUvxOZN')",4020,Colorblind,2ReQ26Df1S6PNuoYps3VS8,Top Christian Rock,37i9dQZF1DX0N57moxx9BL,56,70400,8,6/29/2021,1,1,1
Red,01crEa9G3pNpXZ5m7wuHOk,Yours Again,57fh50SS5Igc0u6LuHuZHN,45,2021-05-28T09:14:45Z,"('Red', '01crEa9G3pNpXZ5m7wuHOk')",of Beauty and Rage,Essential Records,"('Red', '01crEa9G3pNpXZ5m7wuHOk')",703478,of Beauty and Rage,4Kn0DsnXrrWm4buuVNIyBJ,Top Christian Rock,37i9dQZF1DX0N57moxx9BL,56,70400,9,6/29/2021,5,93,1
The Protest,3BTiVMFvgOUbi1I0WWVAbA,What Else You Got?,2d1feQVlJUOJBMhbxltBRO,37,2021-05-28T09:14:45Z,"('The Protest', '3BTiVMFvgOUbi1I0WWVAbA')",Legacy,Rockfest Records,"('The Protest', '3BTiVMFvgOUbi1I0WWVAbA')",5902,Legacy,0oCKybhWiSlHxy9V2YQlvk,Top Christian Rock,37i9dQZF1DX0N57moxx9BL,56,70400,10,6/29/2021,1,2,1
Seventh Day Slumber,6kFLnclYFc3gzpNt13wim5,What I've Become,5rf8uIF0S4HqLRK3jMifCd,37,2021-05-28T09:14:45Z,"('Seventh Day Slumber', '6kFLnclYFc3gzpNt13wim5')",What I've Become,Nashville Label Group,"('Seventh Day Slumber', '6kFLnclYFc3gzpNt13wim5')",82550,What I've Become,2V4iSdBm0uuxzIyBGwBNEh,Top Christian Rock,37i9dQZF1DX0N57moxx9BL,56,70400,11,6/29/2021,3,1,1
Too Close To Touch,2XziUthG3Ug3eiWuE5KRsp,Before I Cave In,6PB07jO0s8JMyAaQk8CH7q,48,2021-05-28T09:14:45Z,"('Too Close To Touch', '2XziUthG3Ug3eiWuE5KRsp')",Before I Cave In,Epitaph,"('Too Close To Touch', '2XziUthG3Ug3eiWuE5KRsp')",109565,Before I Cave In,3NyafgxbBgTtR4nOSRelDr,Top Christian Rock,37i9dQZF1DX0N57moxx9BL,56,70400,12,6/29/2021,1,1,1
Torndown,04xyr6U6aDe3a4F3xdwnKQ,Live Again,1k64wHAUesHpWz0bBZV8UH,34,2021-05-28T09:14:45Z,"('Torndown', '04xyr6U6aDe3a4F3xdwnKQ')",Live Again,Torndown,"('Torndown', '04xyr6U6aDe3a4F3xdwnKQ')",1923,Live Again,4i1mcZW2em8MDCY3D8DnWG,Top Christian Rock,37i9dQZF1DX0N57moxx9BL,56,70400,13,6/29/2021,1,1,2
Anchor & Braille,0ofu3spkMmDV3INNoMtXbM,Lower East Side,3UzWO1IScDGFfdz5pYLsCB,3,2021-05-28T09:14:45Z,"('Anchor & Braille', '0ofu3spkMmDV3INNoMtXbM')",Songs for the Late Night Drive Home,Tooth & Nail Records,"('Anchor & Braille', '0ofu3spkMmDV3INNoMtXbM')",17355,Songs for the Late Night Drive Home,2NkJ9lEGNMiqftqoyjO80G,Top Christian Rock,37i9dQZF1DX0N57moxx9BL,56,70400,14,6/29/2021,2,6,1
Fireflight,5v6wlK6GCKVovWMbPqSHNy,I Won't Look Back,5llksYcJ2Q7eL5HaCMZdvE,39,2021-05-28T09:14:45Z,"('Fireflight', '5v6wlK6GCKVovWMbPqSHNy')",I Won't Look Back,Keep It Loud,"('Fireflight', '5v6wlK6GCKVovWMbPqSHNy')",244909,I Won't Look Back,1TfVtPMulyRlJp2HEcwTWn,Top Christian Rock,37i9dQZF1DX0N57moxx9BL,56,70400,15,6/29/2021,2,1,1
Attalus,6qWfqxgw2jrwC3zBfm0QaQ,Coming Clean,6tXcD6XHOYyKgc1HmE0eE8,34,2021-05-28T09:14:45Z,"('Attalus', '6qWfqxgw2jrwC3zBfm0QaQ')",Into the Sea,Facedown Records,"('Attalus', '6qWfqxgw2jrwC3zBfm0QaQ')",6507,Into the Sea,2mk7BVUY7BkN7vyKitOTEr,Top Christian Rock,37i9dQZF1DX0N57moxx9BL,56,70400,16,6/29/2021,1,3,1
As We Ascend,7bjstedTQ2tGSxCIn54Am1,Tell Me,0681lQWtB4ZP2n8YAxGqaZ,34,2021-05-28T09:14:45Z,"('As We Ascend', '7bjstedTQ2tGSxCIn54Am1')",Farewell to Midnight,New Day,"('As We Ascend', '7bjstedTQ2tGSxCIn54Am1')",5073,Farewell to Midnight,2Lq6F3PJgcTuQHs5nRULfH,Top Christian Rock,37i9dQZF1DX0N57moxx9BL,56,70400,17,6/29/2021,1,3,1
War Of Ages,4s407eN0H9FQyRMc1n3Spx,Fullness,2aDBcIhjP66jyquAtFypKX,37,2021-05-28T09:14:45Z,"('War Of Ages', '4s407eN0H9FQyRMc1n3Spx')",Alpha,Facedown Records,"('War Of Ages', '4s407eN0H9FQyRMc1n3Spx')",64283,Alpha,5PseGPt9BlRUIwjZCCmt1W,Top Christian Rock,37i9dQZF1DX0N57moxx9BL,56,70400,18,6/29/2021,2,3,1
Collision of Innocence,35wkX6HAVNXCsDF79SnoGc,The First & the Last,4MJoEFLiEMkDZch8l3J63z,34,2021-05-28T09:14:45Z,"('Collision of Innocence', '35wkX6HAVNXCsDF79SnoGc')",The First & the Last,Elohim Music Inc.,"('Collision of Innocence', '35wkX6HAVNXCsDF79SnoGc')",2604,The First & the Last,2BQlQnftog5PKWO4mCvR5m,Top Christian Rock,37i9dQZF1DX0N57moxx9BL,56,70400,19,6/29/2021,1,2,1
I Am Spartacus,6UC6LeKj75bIA5ghegCU5l,The Truth,5a4OVAt24QUhbmUOGFJ7Ju,32,2021-05-28T09:14:45Z,"('I Am Spartacus', '6UC6LeKj75bIA5ghegCU5l')",Unite,I Am Spartacus,"('I Am Spartacus', '6UC6LeKj75bIA5ghegCU5l')",1021,Unite,5h4dNwbvd4DnrtivzyIvUi,Top Christian Rock,37i9dQZF1DX0N57moxx9BL,56,70400,20,6/29/2021,1,1,1
Wolves At The Gate,0Z88iXWc4YVhtu1eFtsGk6,Dead Man,6Hi6DD8ka5uOj1rO8u85sR,41,2021-05-28T09:14:45Z,"('Wolves At The Gate', '0Z88iXWc4YVhtu1eFtsGk6')",Captors,Solid State Records (SST),"('Wolves At The Gate', '0Z88iXWc4YVhtu1eFtsGk6')",78357,Captors,4UBg8O6JEFIJJFi2ywLiiA,Top Christian Rock,37i9dQZF1DX0N57moxx9BL,56,70400,21,6/29/2021,3,2,1
Glasslands,1uaz4cRw5clcnWJIswU6Jy,Deadman,5hRTySOfrVVhDNOya4IML9,39,2021-05-28T09:14:45Z,"('Glasslands', '1uaz4cRw5clcnWJIswU6Jy')",Pariah,Glasslands,"('Glasslands', '1uaz4cRw5clcnWJIswU6Jy')",13868,Pariah,4K5ENmroeroLov90S2QVyv,Top Christian Rock,37i9dQZF1DX0N57moxx9BL,56,70400,22,6/29/2021,2,2,1
Nathan Wagner,0XURMEB81vOurKFntVmbBV,Eyes,7GGSilkl7QJVN1Ovb6WpFm,36,2021-05-28T09:14:45Z,"('Nathan Wagner', '0XURMEB81vOurKFntVmbBV')",Eyes,734228 Records DK2,"('Nathan Wagner', '0XURMEB81vOurKFntVmbBV')",24320,Eyes,3K6EYMi8bDzCPs7tk5MXUM,Top Christian Rock,37i9dQZF1DX0N57moxx9BL,56,70400,23,6/29/2021,1,1,1
Set for the Fall,770Es4dWiuiq9sNiAdmXTr,Let Go,4jMnVm9mlXLPEfmQv7AiG2,37,2021-05-28T09:14:45Z,"('Set for the Fall', '770Es4dWiuiq9sNiAdmXTr')",Three Nails,Set For The Fall,"('Set for the Fall', '770Es4dWiuiq9sNiAdmXTr')",5397,Three Nails,0RE2vOB4UfAJspcAgOUM8w,Top Christian Rock,37i9dQZF1DX0N57moxx9BL,56,70400,24,6/29/2021,1,1,3
Fallstar,5foy0C3uRKsbKh7HsftCST,Radio (NW Hesh),2kgKzvWr4NaITKLHrEbwyL,32,2021-05-28T09:14:45Z,"('Fallstar', '5foy0C3uRKsbKh7HsftCST')",Future Golden Age,Rat Family Records,"('Fallstar', '5foy0C3uRKsbKh7HsftCST')",4848,Future Golden Age,4s5Iy7Sz4fDYsdIER0DAlV,Top Christian Rock,37i9dQZF1DX0N57moxx9BL,56,70400,25,6/29/2021,1,1,1
Fit For A King,0OgdRTPItr9dw4XYp4JJUx,Deathgrip,5hC0PHHxcPJnhg6Mnncub4,48,2021-05-28T09:14:45Z,"('Fit For A King', '0OgdRTPItr9dw4XYp4JJUx')",Deathgrip,Solid State Records,"('Fit For A King', '0OgdRTPItr9dw4XYp4JJUx')",252535,Deathgrip,1wuARmufRqgapPJIM888SU,Top Christian Rock,37i9dQZF1DX0N57moxx9BL,56,70400,26,6/29/2021,1,6,1
LEDGER,3OuIyI0FYMUZtINxhQVCL3,Not Dead Yet,4hCkgJwyn7KfnfFSvYf8wF,47,2021-05-28T09:14:45Z,"('LEDGER', '3OuIyI0FYMUZtINxhQVCL3')",Not Dead Yet,Atlantic/Hear It Loud,"('LEDGER', '3OuIyI0FYMUZtINxhQVCL3')",76189,Not Dead Yet,0KmTOk6a9ny1h2s8QHJLGO,Top Christian Rock,37i9dQZF1DX0N57moxx9BL,56,70400,27,6/29/2021,1,1,1
Relesser,2mUGKlvJrS87MDsEFAXIBE,Awakening,7FR48bbJ4rMj6VbcMj1S0O,30,2021-05-28T09:14:45Z,"('Relesser', '2mUGKlvJrS87MDsEFAXIBE')",Release,AD Windblown Media,"('Relesser', '2mUGKlvJrS87MDsEFAXIBE')",313,Release,3ES159pwFUduOUXzDaxwv3,Top Christian Rock,37i9dQZF1DX0N57moxx9BL,56,70400,28,6/29/2021,1,1,1
Glasslands,1uaz4cRw5clcnWJIswU6Jy,Fame,2tcqUBt189wGUWUeBkoIu9,35,2021-05-28T09:14:45Z,"('Glasslands', '1uaz4cRw5clcnWJIswU6Jy')",Pariah,Glasslands,"('Glasslands', '1uaz4cRw5clcnWJIswU6Jy')",13868,Pariah,4K5ENmroeroLov90S2QVyv,Top Christian Rock,37i9dQZF1DX0N57moxx9BL,56,70400,29,6/29/2021,2,2,1
Thousand Foot Krutch,6GfiCQDFYANz5wUkSmb3Dr,Courtesy Call,4oNgvj3zUCsyAp0BuMkyxH,7,2021-05-28T09:14:45Z,"('Thousand Foot Krutch', '6GfiCQDFYANz5wUkSmb3Dr')",The End Is Where We Begin,Hassle Records,"('Thousand Foot Krutch', '6GfiCQDFYANz5wUkSmb3Dr')",999414,The End Is Where We Begin,0XOUeOsnNh9rTDB0ONO7O9,Top Christian Rock,37i9dQZF1DX0N57moxx9BL,56,70400,30,6/29/2021,9,1,2
Night Argent,2juQ07Q8H8FEFzrP0SBGid,Dreamcatcher,6FKMfNgLra01edW4dPpGat,0,2021-05-28T09:14:45Z,"('Night Argent', '2juQ07Q8H8FEFzrP0SBGid')",Dreamcatcher,Outerloop Records,"('Night Argent', '2juQ07Q8H8FEFzrP0SBGid')",4743,Dreamcatcher,6EIfIAPP8bA9vNoumrnvjS,Top Christian Rock,37i9dQZF1DX0N57moxx9BL,56,70400,31,6/29/2021,1,1,1
Wolves At The Gate,0Z88iXWc4YVhtu1eFtsGk6,Flickering Flame,3Xvq1r2UPGxuJbOlJantA1,2,2021-05-28T09:14:45Z,"('Wolves At The Gate', '0Z88iXWc4YVhtu1eFtsGk6')",Types & Shadows,Solid State Records,"('Wolves At The Gate', '0Z88iXWc4YVhtu1eFtsGk6')",78357,Types & Shadows,2UG6o02YM4kdGASi3jFjUZ,Top Christian Rock,37i9dQZF1DX0N57moxx9BL,56,70400,32,6/29/2021,3,6,1
Red,01crEa9G3pNpXZ5m7wuHOk,Still Alive,5o5XuQreoeRNYiFXxx3bAk,33,2021-05-28T09:14:45Z,"('Red', '01crEa9G3pNpXZ5m7wuHOk')",Still Alive,Essential Records,"('Red', '01crEa9G3pNpXZ5m7wuHOk')",703478,Still Alive,46JJleyJyvOvbOfiH9TbO3,Top Christian Rock,37i9dQZF1DX0N57moxx9BL,56,70400,33,6/29/2021,5,93,2
Manafest,4uOFEWy9mIcvQbr03IbPcL,Stones,0mdx5qbiXWMkAUdL2HroPx,0,2021-05-28T09:14:45Z,"('Manafest', '4uOFEWy9mIcvQbr03IbPcL')",Stones,Manafest Productions,"('Manafest', '4uOFEWy9mIcvQbr03IbPcL')",129459,Stones,1G6CJehs2AyISaaYgXGMfN,Top Christian Rock,37i9dQZF1DX0N57moxx9BL,56,70400,34,6/29/2021,3,3,1
Seventh Day Slumber,6kFLnclYFc3gzpNt13wim5,Sky Is Falling,6K6W4BZlJdmRWAyJkdVgxd,0,2021-05-28T09:14:45Z,"('Seventh Day Slumber', '6kFLnclYFc3gzpNt13wim5')",Sky Is Falling,VSR (VSR),"('Seventh Day Slumber', '6kFLnclYFc3gzpNt13wim5')",82550,Sky Is Falling,5EfennornsN32G2PJtDopy,Top Christian Rock,37i9dQZF1DX0N57moxx9BL,56,70400,35,6/29/2021,3,1,1
Danger Scene,2SuAeywEh267W33dTgLpG3,Drive,05rFfMp2OJiuspwd2XADJS,31,2021-05-28T09:14:45Z,"('Danger Scene', '2SuAeywEh267W33dTgLpG3')",Futures,Danger Scene,"('Danger Scene', '2SuAeywEh267W33dTgLpG3')",1595,Futures,5bEuICumNUiE7BVE3kUFV7,Top Christian Rock,37i9dQZF1DX0N57moxx9BL,56,70400,36,6/29/2021,1,1,2
Random Hero,0FOuR45KED7o5G3bugebGA,Mirror Mirror,655chF6VkcXtmErpzj0h0x,33,2021-05-28T09:14:45Z,"('Random Hero', '0FOuR45KED7o5G3bugebGA')",The Covering,Random Hero,"('Random Hero', '0FOuR45KED7o5G3bugebGA')",6629,The Covering,7GwZOydAvSG27rpzjhAhZP,Top Christian Rock,37i9dQZF1DX0N57moxx9BL,56,70400,37,6/29/2021,1,1,1
Seventh Day Slumber,6kFLnclYFc3gzpNt13wim5,Alive Again,2Qs5QhWKIA0rIwTluk1eC6,35,2021-05-28T09:14:45Z,"('Seventh Day Slumber', '6kFLnclYFc3gzpNt13wim5')",Closer To Chaos,Rockfest Records,"('Seventh Day Slumber', '6kFLnclYFc3gzpNt13wim5')",82550,Closer To Chaos,6sBVH05QGfPRLAH99AeKH9,Top Christian Rock,37i9dQZF1DX0N57moxx9BL,56,70400,38,6/29/2021,3,2,1
Wolves At The Gate,0Z88iXWc4YVhtu1eFtsGk6,Counterfeit,02KS93L0i9PxtP17FAfDCN,48,2021-05-28T09:14:45Z,"('Wolves At The Gate', '0Z88iXWc4YVhtu1eFtsGk6')",Eclipse,Solid State Records,"('Wolves At The Gate', '0Z88iXWc4YVhtu1eFtsGk6')",78357,Eclipse,6L8gLKCluioceYP7WNmcol,Top Christian Rock,37i9dQZF1DX0N57moxx9BL,56,70400,39,6/29/2021,3,6,1
Eisley,2IL35FbYiOta150uSYBCEg,Louder Than a Lion,4gwcz4UeluIazCZf7XGOBT,33,2021-05-28T09:14:45Z,"('Eisley', '2IL35FbYiOta150uSYBCEg')",I'm Only Dreaming,Equal Vision Records,"('Eisley', '2IL35FbYiOta150uSYBCEg')",62809,I'm Only Dreaming,3VwF0Dev44PXIFKyi3UOtP,Top Christian Rock,37i9dQZF1DX0N57moxx9BL,56,70400,40,6/29/2021,1,1,1
The Letter Black,7AH2bTtNIOYu24O3NuFxhG,Fear,26VRGLG9WTk8GjTnxSjuLH,32,2021-05-28T09:14:45Z,"('The Letter Black', '7AH2bTtNIOYu24O3NuFxhG')",Pain,EMP Label Group,"('The Letter Black', '7AH2bTtNIOYu24O3NuFxhG')",70200,Pain,5SQnp6ujMnSkSCOQg2g0PV,Top Christian Rock,37i9dQZF1DX0N57moxx9BL,56,70400,41,6/29/2021,2,1,1
Thousand Foot Krutch,6GfiCQDFYANz5wUkSmb3Dr,Be Somebody,3NRhy4mzDwQc6IgPwyQM1x,5,2021-05-28T09:14:45Z,"('Thousand Foot Krutch', '6GfiCQDFYANz5wUkSmb3Dr')",The End Is Where We Begin,TFKmusic,"('Thousand Foot Krutch', '6GfiCQDFYANz5wUkSmb3Dr')",999414,The End Is Where We Begin,4fSovBNtliN1OY3CXNDS16,Top Christian Rock,37i9dQZF1DX0N57moxx9BL,56,70400,42,6/29/2021,9,2,1
XXI,7dPci6f1wSaMR2McjBdb4C,Way You Love Me,7hJtAHrevoIBIJFKvs23gn,3,2021-05-28T09:14:45Z,"('XXI', '7dPci6f1wSaMR2McjBdb4C')",Inside Out,Tooth & Nail Records,"('XXI', '7dPci6f1wSaMR2McjBdb4C')",5717,Inside Out,5uWqsBukvP6JMHqeI7F0ME,Top Christian Rock,37i9dQZF1DX0N57moxx9BL,56,70400,43,6/29/2021,1,6,1
Demon Hunter,6f3a43i1MJZwdjEpV1M0oH,Cold Winter Sun,3HUHIjnMOD22APRvYFlc6f,40,2021-05-28T09:14:45Z,"('Demon Hunter', '6f3a43i1MJZwdjEpV1M0oH')",Outlive,Solid State Records,"('Demon Hunter', '6f3a43i1MJZwdjEpV1M0oH')",224377,Outlive,7kZFUYmtCKFdPvBIGzw6ow,Top Christian Rock,37i9dQZF1DX0N57moxx9BL,56,70400,44,6/29/2021,3,6,1
House of Heroes,77JuhnpOBW0tatc1nJg6qB,Feel,4Zi1CrhsOZdeg4RB9GeVXB,0,2021-05-28T09:14:45Z,"('House of Heroes', '77JuhnpOBW0tatc1nJg6qB')",Colors,BC Music,"('House of Heroes', '77JuhnpOBW0tatc1nJg6qB')",34263,Colors,7lEzSWasG7XYYuWGjXJpXs,Top Christian Rock,37i9dQZF1DX0N57moxx9BL,56,70400,45,6/29/2021,2,3,1
Decyfer Down,4C0vbj4LNsNUjH0Q9IFW3B,Burn Back the Sun,56ergFXREcLtf2aAWSG5Au,31,2021-05-28T09:14:45Z,"('Decyfer Down', '4C0vbj4LNsNUjH0Q9IFW3B')",Acoustic - EP,The Fuel Music,"('Decyfer Down', '4C0vbj4LNsNUjH0Q9IFW3B')",88660,Acoustic - EP,4VP9QymQERLlDbXazylOPA,Top Christian Rock,37i9dQZF1DX0N57moxx9BL,56,70400,46,6/29/2021,3,2,1
Truslow,0zBShgJCo19qQZtM0CZxJv,Adhd,2tPy8C6z3eUWGC1iQr4ysZ,52,2021-05-28T09:14:45Z,"('Truslow', '0zBShgJCo19qQZtM0CZxJv')",Hurricane,Truslow,"('Truslow', '0zBShgJCo19qQZtM0CZxJv')",12339,Hurricane,36VsMgbY28pCqkiO95mRm9,Top Christian Rock,37i9dQZF1DX0N57moxx9BL,56,70400,47,6/29/2021,1,1,1
Disciple,4D9k73VomKTnVQ6ROnt8IO,Panic Room,2NP0xYz37JZZiBwBFDDhgM,37,2021-05-28T09:14:45Z,"('Disciple', '4D9k73VomKTnVQ6ROnt8IO')",Love Letter Kill Shot,Tooth & Nail Records / BEC Recordings,"('Disciple', '4D9k73VomKTnVQ6ROnt8IO')",141758,Love Letter Kill Shot,6lcb1LKEbn5HF9Q6N9rOEY,Top Christian Rock,37i9dQZF1DX0N57moxx9BL,56,70400,48,6/29/2021,2,1,1
